ccode,year,age,gender,education,status,population
CIV,2017,64,male,lower secondary,inactive,844.0
CIV,2017,64,male,tertiary,inactive,0.0
CIV,2017,64,male,primary,inactive,1549.0
CIV,2017,64,male,upper secondary,inactive,100.0
CIV,2017,64,male,less than primary,inactive,1463.0
CIV,2017,64,male,less than primary,student,1221.0
CIV,2017,64,male,upper secondary,student,780.0
CIV,2017,64,male,primary,student,0.0
CIV,2017,64,male,lower secondary,student,0.0
CIV,2017,64,male,tertiary,student,1159.0
CIV,2017,64,male,primary,unemployed,187.0
CIV,2017,64,male,less than primary,unemployed,140.0
CIV,2017,64,male,lower secondary,unemployed,173.0
CIV,2017,64,male,upper secondary,unemployed,45.0
CIV,2017,64,male,tertiary,unemployed,21.0
CIV,2018,15,female,lower secondary,employed,12566.0
CIV,2018,15,female,upper secondary,employed,4482.0
CIV,2018,15,female,tertiary,employed,1665.0
CIV,2018,15,female,primary,employed,28799.0
CIV,2018,15,female,less than primary,employed,65189.0
CIV,2018,15,female,primary,inactive,17688.0
CIV,2018,15,female,upper secondary,inactive,5881.0
CIV,2018,15,female,lower secondary,inactive,14668.0
CIV,2018,15,female,less than primary,inactive,56489.0
CIV,2018,15,female,tertiary,inactive,853.0
CIV,2018,15,female,tertiary,student,2426.0
CIV,2018,15,female,upper secondary,student,14355.0
CIV,2018,15,female,less than primary,student,1515.0
CIV,2018,15,female,lower secondary,student,32883.0
CIV,2018,15,female,primary,student,30527.0
CIV,2018,15,female,less than primary,unemployed,1557.0
CIV,2018,15,female,primary,unemployed,1458.0
CIV,2018,15,female,tertiary,unemployed,770.0
CIV,2018,15,female,upper secondary,unemployed,1501.0
CIV,2018,15,female,lower secondary,unemployed,1460.0
CIV,2018,15,male,primary,employed,38586.0
CIV,2018,15,male,lower secondary,employed,23232.0
CIV,2018,15,male,upper secondary,employed,14368.0
CIV,2018,15,male,tertiary,employed,2220.0
CIV,2018,15,male,less than primary,employed,67986.0
CIV,2018,15,male,less than primary,inactive,15309.0
CIV,2018,15,male,lower secondary,inactive,7578.0
CIV,2018,15,male,upper secondary,inactive,3323.0
CIV,2018,15,male,primary,inactive,8644.0
CIV,2018,15,male,tertiary,inactive,385.0
CIV,2018,15,male,less than primary,student,0.0
CIV,2018,15,male,lower secondary,student,50946.0
CIV,2018,15,male,tertiary,student,3526.0
CIV,2018,15,male,upper secondary,student,19915.0
CIV,2018,15,male,primary,student,44628.0
CIV,2018,15,male,less than primary,unemployed,1187.0
CIV,2018,15,male,lower secondary,unemployed,1212.0
CIV,2018,15,male,upper secondary,unemployed,1692.0
CIV,2018,15,male,tertiary,unemployed,850.0
CIV,2018,15,male,primary,unemployed,1030.0
CIV,2018,16,female,tertiary,employed,1628.0
CIV,2018,16,female,primary,employed,28130.0
CIV,2018,16,female,upper secondary,employed,4378.0
CIV,2018,16,female,lower secondary,employed,12274.0
CIV,2018,16,female,less than primary,employed,63677.0
CIV,2018,16,female,primary,inactive,17278.0
CIV,2018,16,female,upper secondary,inactive,5744.0
CIV,2018,16,female,lower secondary,inactive,14328.0
CIV,2018,16,female,tertiary,inactive,833.0
CIV,2018,16,female,less than primary,inactive,55179.0
CIV,2018,16,female,primary,student,29819.0
CIV,2018,16,female,lower secondary,student,32121.0
CIV,2018,16,female,tertiary,student,2370.0
CIV,2018,16,female,upper secondary,student,14023.0
CIV,2018,16,female,less than primary,student,1480.0
CIV,2018,16,female,lower secondary,unemployed,1427.0
CIV,2018,16,female,less than primary,unemployed,1521.0
CIV,2018,16,female,upper secondary,unemployed,1466.0
CIV,2018,16,female,tertiary,unemployed,751.0
CIV,2018,16,female,primary,unemployed,1425.0
CIV,2018,16,male,less than primary,employed,66688.0
CIV,2018,16,male,primary,employed,37849.0
CIV,2018,16,male,upper secondary,employed,14094.0
CIV,2018,16,male,tertiary,employed,2178.0
CIV,2018,16,male,lower secondary,employed,22788.0
CIV,2018,16,male,lower secondary,inactive,7433.0
CIV,2018,16,male,primary,inactive,8479.0
CIV,2018,16,male,less than primary,inactive,15016.0
CIV,2018,16,male,tertiary,inactive,378.0
CIV,2018,16,male,upper secondary,inactive,3260.0
CIV,2018,16,male,less than primary,student,0.0
CIV,2018,16,male,lower secondary,student,49973.0
CIV,2018,16,male,tertiary,student,3458.0
CIV,2018,16,male,upper secondary,student,19534.0
CIV,2018,16,male,primary,student,43775.0
CIV,2018,16,male,less than primary,unemployed,1164.0
CIV,2018,16,male,lower secondary,unemployed,1189.0
CIV,2018,16,male,tertiary,unemployed,834.0
CIV,2018,16,male,primary,unemployed,1011.0
CIV,2018,16,male,upper secondary,unemployed,1659.0
CIV,2018,17,female,primary,employed,27361.0
CIV,2018,17,female,lower secondary,employed,11939.0
CIV,2018,17,female,tertiary,employed,1582.0
CIV,2018,17,female,less than primary,employed,61934.0
CIV,2018,17,female,upper secondary,employed,4258.0
CIV,2018,17,female,tertiary,inactive,810.0
CIV,2018,17,female,lower secondary,inactive,13936.0
CIV,2018,17,female,upper secondary,inactive,5588.0
CIV,2018,17,female,less than primary,inactive,53669.0
CIV,2018,17,female,primary,inactive,16805.0
CIV,2018,17,female,upper secondary,student,13638.0
CIV,2018,17,female,tertiary,student,2306.0
CIV,2018,17,female,lower secondary,student,31241.0
CIV,2018,17,female,primary,student,29003.0
CIV,2018,17,female,less than primary,student,1440.0
CIV,2018,17,female,lower secondary,unemployed,1387.0
CIV,2018,17,female,tertiary,unemployed,731.0
CIV,2018,17,female,upper secondary,unemployed,1426.0
CIV,2018,17,female,primary,unemployed,1386.0
CIV,2018,17,female,less than primary,unemployed,1480.0
CIV,2018,17,male,primary,employed,36887.0
CIV,2018,17,male,less than primary,employed,64992.0
CIV,2018,17,male,upper secondary,employed,13735.0
CIV,2018,17,male,lower secondary,employed,22209.0
CIV,2018,17,male,tertiary,employed,2123.0
CIV,2018,17,male,primary,inactive,8263.0
CIV,2018,17,male,less than primary,inactive,14634.0
CIV,2018,17,male,tertiary,inactive,368.0
CIV,2018,17,male,upper secondary,inactive,3177.0
CIV,2018,17,male,lower secondary,inactive,7244.0
CIV,2018,17,male,primary,student,42662.0
CIV,2018,17,male,tertiary,student,3370.0
CIV,2018,17,male,upper secondary,student,19038.0
CIV,2018,17,male,lower secondary,student,48702.0
CIV,2018,17,male,less than primary,student,0.0
CIV,2018,17,male,tertiary,unemployed,813.0
CIV,2018,17,male,primary,unemployed,985.0
CIV,2018,17,male,lower secondary,unemployed,1158.0
CIV,2018,17,male,less than primary,unemployed,1135.0
CIV,2018,17,male,upper secondary,unemployed,1617.0
CIV,2018,18,female,primary,employed,26435.0
CIV,2018,18,female,upper secondary,employed,4114.0
CIV,2018,18,female,less than primary,employed,59838.0
CIV,2018,18,female,tertiary,employed,1529.0
CIV,2018,18,female,lower secondary,employed,11535.0
CIV,2018,18,female,tertiary,inactive,782.0
CIV,2018,18,female,primary,inactive,16237.0
CIV,2018,18,female,less than primary,inactive,51853.0
CIV,2018,18,female,lower secondary,inactive,13464.0
CIV,2018,18,female,upper secondary,inactive,5398.0
CIV,2018,18,female,primary,student,28021.0
CIV,2018,18,female,upper secondary,student,13177.0
CIV,2018,18,female,lower secondary,student,30184.0
CIV,2018,18,female,tertiary,student,2227.0
CIV,2018,18,female,less than primary,student,1391.0
CIV,2018,18,female,tertiary,unemployed,706.0
CIV,2018,18,female,upper secondary,unemployed,1378.0
CIV,2018,18,female,primary,unemployed,1339.0
CIV,2018,18,female,lower secondary,unemployed,1340.0
CIV,2018,18,female,less than primary,unemployed,1430.0
CIV,2018,18,male,less than primary,employed,62699.0
CIV,2018,18,male,lower secondary,employed,21425.0
CIV,2018,18,male,primary,employed,35585.0
CIV,2018,18,male,upper secondary,employed,13250.0
CIV,2018,18,male,tertiary,employed,2047.0
CIV,2018,18,male,tertiary,inactive,355.0
CIV,2018,18,male,lower secondary,inactive,6988.0
CIV,2018,18,male,primary,inactive,7971.0
CIV,2018,18,male,upper secondary,inactive,3065.0
CIV,2018,18,male,less than primary,inactive,14118.0
CIV,2018,18,male,primary,student,41157.0
CIV,2018,18,male,tertiary,student,3251.0
CIV,2018,18,male,upper secondary,student,18366.0
CIV,2018,18,male,lower secondary,student,46983.0
CIV,2018,18,male,less than primary,student,0.0
CIV,2018,18,male,less than primary,unemployed,1095.0
CIV,2018,18,male,tertiary,unemployed,785.0
CIV,2018,18,male,primary,unemployed,950.0
CIV,2018,18,male,lower secondary,unemployed,1117.0
CIV,2018,18,male,upper secondary,unemployed,1560.0
CIV,2018,19,female,tertiary,employed,1470.0
CIV,2018,19,female,upper secondary,employed,3954.0
CIV,2018,19,female,less than primary,employed,57523.0
CIV,2018,19,female,lower secondary,employed,11089.0
CIV,2018,19,female,primary,employed,25412.0
CIV,2018,19,female,upper secondary,inactive,5190.0
CIV,2018,19,female,tertiary,inactive,752.0
CIV,2018,19,female,lower secondary,inactive,12944.0
CIV,2018,19,female,primary,inactive,15608.0
CIV,2018,19,female,less than primary,inactive,49847.0
CIV,2018,19,female,lower secondary,student,29016.0
CIV,2018,19,female,primary,student,26937.0
CIV,2018,19,female,upper secondary,student,12668.0
CIV,2018,19,female,less than primary,student,1337.0
CIV,2018,19,female,tertiary,student,2141.0
CIV,2018,19,female,primary,unemployed,1287.0
CIV,2018,19,female,tertiary,unemployed,679.0
CIV,2018,19,female,lower secondary,unemployed,1288.0
CIV,2018,19,female,less than primary,unemployed,1374.0
CIV,2018,19,female,upper secondary,unemployed,1324.0
CIV,2018,19,male,less than primary,employed,60021.0
CIV,2018,19,male,tertiary,employed,1960.0
CIV,2018,19,male,upper secondary,employed,12684.0
CIV,2018,19,male,lower secondary,employed,20510.0
CIV,2018,19,male,primary,employed,34065.0
CIV,2018,19,male,upper secondary,inactive,2934.0
CIV,2018,19,male,less than primary,inactive,13515.0
CIV,2018,19,male,primary,inactive,7631.0
CIV,2018,19,male,lower secondary,inactive,6690.0
CIV,2018,19,male,tertiary,inactive,340.0
CIV,2018,19,male,primary,student,39399.0
CIV,2018,19,male,tertiary,student,3112.0
CIV,2018,19,male,lower secondary,student,44976.0
CIV,2018,19,male,less than primary,student,0.0
CIV,2018,19,male,upper secondary,student,17581.0
CIV,2018,19,male,lower secondary,unemployed,1069.0
CIV,2018,19,male,less than primary,unemployed,1048.0
CIV,2018,19,male,primary,unemployed,909.0
CIV,2018,19,male,upper secondary,unemployed,1493.0
CIV,2018,19,male,tertiary,unemployed,751.0
CIV,2018,20,female,lower secondary,employed,10650.0
CIV,2018,20,female,tertiary,employed,1412.0
CIV,2018,20,female,upper secondary,employed,3798.0
CIV,2018,20,female,less than primary,employed,55245.0
CIV,2018,20,female,primary,employed,24406.0
CIV,2018,20,female,lower secondary,inactive,12431.0
CIV,2018,20,female,primary,inactive,14990.0
CIV,2018,20,female,less than primary,inactive,47874.0
CIV,2018,20,female,upper secondary,inactive,4984.0
CIV,2018,20,female,tertiary,inactive,722.0
CIV,2018,20,female,lower secondary,student,27867.0
CIV,2018,20,female,upper secondary,student,12166.0
CIV,2018,20,female,less than primary,student,1284.0
CIV,2018,20,female,tertiary,student,2057.0
CIV,2018,20,female,primary,student,25871.0
CIV,2018,20,female,less than primary,unemployed,1320.0
CIV,2018,20,female,primary,unemployed,1236.0
CIV,2018,20,female,tertiary,unemployed,652.0
CIV,2018,20,female,lower secondary,unemployed,1238.0
CIV,2018,20,female,upper secondary,unemployed,1272.0
CIV,2018,20,male,lower secondary,employed,19611.0
CIV,2018,20,male,tertiary,employed,1874.0
CIV,2018,20,male,upper secondary,employed,12129.0
CIV,2018,20,male,less than primary,employed,57391.0
CIV,2018,20,male,primary,employed,32573.0
CIV,2018,20,male,less than primary,inactive,12924.0
CIV,2018,20,male,lower secondary,inactive,6397.0
CIV,2018,20,male,primary,inactive,7297.0
CIV,2018,20,male,upper secondary,inactive,2805.0
CIV,2018,20,male,tertiary,inactive,325.0
CIV,2018,20,male,less than primary,student,0.0
CIV,2018,20,male,tertiary,student,2976.0
CIV,2018,20,male,lower secondary,student,43006.0
CIV,2018,20,male,upper secondary,student,16812.0
CIV,2018,20,male,primary,student,37674.0
CIV,2018,20,male,primary,unemployed,869.0
CIV,2018,20,male,tertiary,unemployed,718.0
CIV,2018,20,male,lower secondary,unemployed,1023.0
CIV,2018,20,male,less than primary,unemployed,1002.0
CIV,2018,20,male,upper secondary,unemployed,1428.0
CIV,2018,21,female,lower secondary,employed,10208.0
CIV,2018,21,female,less than primary,employed,52958.0
CIV,2018,21,female,primary,employed,23395.0
CIV,2018,21,female,tertiary,employed,1353.0
CIV,2018,21,female,upper secondary,employed,3640.0
CIV,2018,21,female,upper secondary,inactive,4778.0
CIV,2018,21,female,tertiary,inactive,692.0
CIV,2018,21,female,lower secondary,inactive,11916.0
CIV,2018,21,female,primary,inactive,14369.0
CIV,2018,21,female,less than primary,inactive,45890.0
CIV,2018,21,female,lower secondary,student,26713.0
CIV,2018,21,female,less than primary,student,1231.0
CIV,2018,21,female,tertiary,student,1971.0
CIV,2018,21,female,primary,student,24799.0
CIV,2018,21,female,upper secondary,student,11662.0
CIV,2018,21,female,tertiary,unemployed,625.0
CIV,2018,21,female,upper secondary,unemployed,1220.0
CIV,2018,21,female,less than primary,unemployed,1265.0
CIV,2018,21,female,lower secondary,unemployed,1186.0
CIV,2018,21,female,primary,unemployed,1185.0
CIV,2018,21,male,less than primary,employed,54743.0
CIV,2018,21,male,upper secondary,employed,11569.0
CIV,2018,21,male,tertiary,employed,1788.0
CIV,2018,21,male,primary,employed,31070.0
CIV,2018,21,male,lower secondary,employed,18706.0
CIV,2018,21,male,lower secondary,inactive,6102.0
CIV,2018,21,male,upper secondary,inactive,2676.0
CIV,2018,21,male,primary,inactive,6960.0
CIV,2018,21,male,less than primary,inactive,12327.0
CIV,2018,21,male,tertiary,inactive,310.0
CIV,2018,21,male,less than primary,student,0.0
CIV,2018,21,male,tertiary,student,2838.0
CIV,2018,21,male,lower secondary,student,41022.0
CIV,2018,21,male,upper secondary,student,16036.0
CIV,2018,21,male,primary,student,35935.0
CIV,2018,21,male,lower secondary,unemployed,975.0
CIV,2018,21,male,upper secondary,unemployed,1362.0
CIV,2018,21,male,less than primary,unemployed,956.0
CIV,2018,21,male,tertiary,unemployed,685.0
CIV,2018,21,male,primary,unemployed,830.0
CIV,2018,22,female,primary,employed,22433.0
CIV,2018,22,female,lower secondary,employed,9789.0
CIV,2018,22,female,tertiary,employed,1298.0
CIV,2018,22,female,upper secondary,employed,3491.0
CIV,2018,22,female,less than primary,employed,50782.0
CIV,2018,22,female,less than primary,inactive,44005.0
CIV,2018,22,female,tertiary,inactive,664.0
CIV,2018,22,female,lower secondary,inactive,11426.0
CIV,2018,22,female,primary,inactive,13779.0
CIV,2018,22,female,upper secondary,inactive,4581.0
CIV,2018,22,female,lower secondary,student,25616.0
CIV,2018,22,female,less than primary,student,1180.0
CIV,2018,22,female,primary,student,23781.0
CIV,2018,22,female,tertiary,student,1890.0
CIV,2018,22,female,upper secondary,student,11183.0
CIV,2018,22,female,primary,unemployed,1137.0
CIV,2018,22,female,upper secondary,unemployed,1169.0
CIV,2018,22,female,lower secondary,unemployed,1137.0
CIV,2018,22,female,tertiary,unemployed,599.0
CIV,2018,22,female,less than primary,unemployed,1213.0
CIV,2018,22,male,tertiary,employed,1705.0
CIV,2018,22,male,lower secondary,employed,17840.0
CIV,2018,22,male,less than primary,employed,52210.0
CIV,2018,22,male,primary,employed,29632.0
CIV,2018,22,male,upper secondary,employed,11034.0
CIV,2018,22,male,tertiary,inactive,296.0
CIV,2018,22,male,primary,inactive,6638.0
CIV,2018,22,male,less than primary,inactive,11756.0
CIV,2018,22,male,lower secondary,inactive,5819.0
CIV,2018,22,male,upper secondary,inactive,2552.0
CIV,2018,22,male,lower secondary,student,39124.0
CIV,2018,22,male,upper secondary,student,15293.0
CIV,2018,22,male,less than primary,student,0.0
CIV,2018,22,male,tertiary,student,2707.0
CIV,2018,22,male,primary,student,34272.0
CIV,2018,22,male,lower secondary,unemployed,930.0
CIV,2018,22,male,upper secondary,unemployed,1299.0
CIV,2018,22,male,tertiary,unemployed,653.0
CIV,2018,22,male,less than primary,unemployed,912.0
CIV,2018,22,male,primary,unemployed,791.0
CIV,2018,23,female,tertiary,employed,1247.0
CIV,2018,23,female,lower secondary,employed,9408.0
CIV,2018,23,female,less than primary,employed,48807.0
CIV,2018,23,female,upper secondary,employed,3355.0
CIV,2018,23,female,primary,employed,21562.0
CIV,2018,23,female,primary,inactive,13242.0
CIV,2018,23,female,upper secondary,inactive,4403.0
CIV,2018,23,female,lower secondary,inactive,10982.0
CIV,2018,23,female,less than primary,inactive,42295.0
CIV,2018,23,female,tertiary,inactive,638.0
CIV,2018,23,female,upper secondary,student,10748.0
CIV,2018,23,female,less than primary,student,1134.0
CIV,2018,23,female,lower secondary,student,24619.0
CIV,2018,23,female,tertiary,student,1817.0
CIV,2018,23,female,primary,student,22856.0
CIV,2018,23,female,less than primary,unemployed,1166.0
CIV,2018,23,female,primary,unemployed,1092.0
CIV,2018,23,female,upper secondary,unemployed,1124.0
CIV,2018,23,female,tertiary,unemployed,576.0
CIV,2018,23,female,lower secondary,unemployed,1093.0
CIV,2018,23,male,tertiary,employed,1630.0
CIV,2018,23,male,less than primary,employed,49910.0
CIV,2018,23,male,lower secondary,employed,17055.0
CIV,2018,23,male,primary,employed,28327.0
CIV,2018,23,male,upper secondary,employed,10548.0
CIV,2018,23,male,primary,inactive,6346.0
CIV,2018,23,male,less than primary,inactive,11238.0
CIV,2018,23,male,upper secondary,inactive,2440.0
CIV,2018,23,male,tertiary,inactive,283.0
CIV,2018,23,male,lower secondary,inactive,5563.0
CIV,2018,23,male,upper secondary,student,14620.0
CIV,2018,23,male,less than primary,student,0.0
CIV,2018,23,male,tertiary,student,2588.0
CIV,2018,23,male,lower secondary,student,37401.0
CIV,2018,23,male,primary,student,32762.0
CIV,2018,23,male,primary,unemployed,757.0
CIV,2018,23,male,tertiary,unemployed,624.0
CIV,2018,23,male,less than primary,unemployed,872.0
CIV,2018,23,male,upper secondary,unemployed,1242.0
CIV,2018,23,male,lower secondary,unemployed,889.0
CIV,2018,24,female,tertiary,employed,1201.0
CIV,2018,24,female,upper secondary,employed,3230.0
CIV,2018,24,female,less than primary,employed,46979.0
CIV,2018,24,female,primary,employed,20753.0
CIV,2018,24,female,lower secondary,employed,9056.0
CIV,2018,24,female,primary,inactive,12747.0
CIV,2018,24,female,less than primary,inactive,40710.0
CIV,2018,24,female,lower secondary,inactive,10571.0
CIV,2018,24,female,upper secondary,inactive,4238.0
CIV,2018,24,female,tertiary,inactive,614.0
CIV,2018,24,female,less than primary,student,1092.0
CIV,2018,24,female,primary,student,22000.0
CIV,2018,24,female,lower secondary,student,23698.0
CIV,2018,24,female,upper secondary,student,10346.0
CIV,2018,24,female,tertiary,student,1748.0
CIV,2018,24,female,upper secondary,unemployed,1082.0
CIV,2018,24,female,tertiary,unemployed,554.0
CIV,2018,24,female,primary,unemployed,1052.0
CIV,2018,24,female,lower secondary,unemployed,1052.0
CIV,2018,24,female,less than primary,unemployed,1122.0
CIV,2018,24,male,upper secondary,employed,10100.0
CIV,2018,24,male,tertiary,employed,1561.0
CIV,2018,24,male,lower secondary,employed,16330.0
CIV,2018,24,male,less than primary,employed,47789.0
CIV,2018,24,male,primary,employed,27123.0
CIV,2018,24,male,tertiary,inactive,271.0
CIV,2018,24,male,upper secondary,inactive,2336.0
CIV,2018,24,male,less than primary,inactive,10761.0
CIV,2018,24,male,lower secondary,inactive,5327.0
CIV,2018,24,male,primary,inactive,6076.0
CIV,2018,24,male,primary,student,31371.0
CIV,2018,24,male,tertiary,student,2478.0
CIV,2018,24,male,lower secondary,student,35811.0
CIV,2018,24,male,upper secondary,student,13999.0
CIV,2018,24,male,less than primary,student,0.0
CIV,2018,24,male,less than primary,unemployed,835.0
CIV,2018,24,male,tertiary,unemployed,598.0
CIV,2018,24,male,primary,unemployed,724.0
CIV,2018,24,male,lower secondary,unemployed,852.0
CIV,2018,24,male,upper secondary,unemployed,1189.0
CIV,2018,25,female,tertiary,employed,9863.0
CIV,2018,25,female,upper secondary,employed,12134.0
CIV,2018,25,female,less than primary,employed,64756.0
CIV,2018,25,female,lower secondary,employed,18460.0
CIV,2018,25,female,primary,employed,32599.0
CIV,2018,25,female,lower secondary,inactive,8231.0
CIV,2018,25,female,upper secondary,inactive,4597.0
CIV,2018,25,female,primary,inactive,10307.0
CIV,2018,25,female,tertiary,inactive,3894.0
CIV,2018,25,female,less than primary,inactive,36820.0
CIV,2018,25,female,less than primary,student,0.0
CIV,2018,25,female,tertiary,student,0.0
CIV,2018,25,female,primary,student,0.0
CIV,2018,25,female,lower secondary,student,0.0
CIV,2018,25,female,upper secondary,student,0.0
CIV,2018,25,female,primary,unemployed,1386.0
CIV,2018,25,female,tertiary,unemployed,600.0
CIV,2018,25,female,upper secondary,unemployed,592.0
CIV,2018,25,female,lower secondary,unemployed,910.0
CIV,2018,25,female,less than primary,unemployed,507.0
CIV,2018,25,male,less than primary,employed,67114.0
CIV,2018,25,male,tertiary,employed,22314.0
CIV,2018,25,male,primary,employed,39737.0
CIV,2018,25,male,upper secondary,employed,21121.0
CIV,2018,25,male,lower secondary,employed,27865.0
CIV,2018,25,male,upper secondary,inactive,2503.0
CIV,2018,25,male,tertiary,inactive,2420.0
CIV,2018,25,male,lower secondary,inactive,3865.0
CIV,2018,25,male,primary,inactive,3764.0
CIV,2018,25,male,less than primary,inactive,7195.0
CIV,2018,25,male,upper secondary,student,2413.0
CIV,2018,25,male,lower secondary,student,0.0
CIV,2018,25,male,tertiary,student,2098.0
CIV,2018,25,male,less than primary,student,0.0
CIV,2018,25,male,primary,student,0.0
CIV,2018,25,male,tertiary,unemployed,1108.0
CIV,2018,25,male,less than primary,unemployed,645.0
CIV,2018,25,male,lower secondary,unemployed,627.0
CIV,2018,25,male,primary,unemployed,714.0
CIV,2018,25,male,upper secondary,unemployed,546.0
CIV,2018,26,female,less than primary,employed,62302.0
CIV,2018,26,female,upper secondary,employed,11674.0
CIV,2018,26,female,lower secondary,employed,17762.0
CIV,2018,26,female,tertiary,employed,9490.0
CIV,2018,26,female,primary,employed,31364.0
CIV,2018,26,female,upper secondary,inactive,4423.0
CIV,2018,26,female,less than primary,inactive,35424.0
CIV,2018,26,female,primary,inactive,9918.0
CIV,2018,26,female,lower secondary,inactive,7918.0
CIV,2018,26,female,tertiary,inactive,3747.0
CIV,2018,26,female,tertiary,student,0.0
CIV,2018,26,female,less than primary,student,0.0
CIV,2018,26,female,primary,student,0.0
CIV,2018,26,female,lower secondary,student,0.0
CIV,2018,26,female,upper secondary,student,0.0
CIV,2018,26,female,lower secondary,unemployed,875.0
CIV,2018,26,female,upper secondary,unemployed,569.0
CIV,2018,26,female,tertiary,unemployed,577.0
CIV,2018,26,female,primary,unemployed,1333.0
CIV,2018,26,female,less than primary,unemployed,488.0
CIV,2018,26,male,less than primary,employed,64122.0
CIV,2018,26,male,tertiary,employed,21319.0
CIV,2018,26,male,lower secondary,employed,26622.0
CIV,2018,26,male,upper secondary,employed,20179.0
CIV,2018,26,male,primary,employed,37966.0
CIV,2018,26,male,less than primary,inactive,6874.0
CIV,2018,26,male,upper secondary,inactive,2391.0
CIV,2018,26,male,lower secondary,inactive,3693.0
CIV,2018,26,male,tertiary,inactive,2312.0
CIV,2018,26,male,primary,inactive,3596.0
CIV,2018,26,male,upper secondary,student,2306.0
CIV,2018,26,male,less than primary,student,0.0
CIV,2018,26,male,tertiary,student,2004.0
CIV,2018,26,male,primary,student,0.0
CIV,2018,26,male,lower secondary,student,0.0
CIV,2018,26,male,upper secondary,unemployed,522.0
CIV,2018,26,male,less than primary,unemployed,616.0
CIV,2018,26,male,lower secondary,unemployed,599.0
CIV,2018,26,male,tertiary,unemployed,1058.0
CIV,2018,26,male,primary,unemployed,682.0
CIV,2018,27,female,upper secondary,employed,11211.0
CIV,2018,27,female,primary,employed,30120.0
CIV,2018,27,female,lower secondary,employed,17058.0
CIV,2018,27,female,tertiary,employed,9113.0
CIV,2018,27,female,less than primary,employed,59833.0
CIV,2018,27,female,tertiary,inactive,3598.0
CIV,2018,27,female,less than primary,inactive,34019.0
CIV,2018,27,female,lower secondary,inactive,7604.0
CIV,2018,27,female,upper secondary,inactive,4247.0
CIV,2018,27,female,primary,inactive,9524.0
CIV,2018,27,female,primary,student,0.0
CIV,2018,27,female,lower secondary,student,0.0
CIV,2018,27,female,tertiary,student,0.0
CIV,2018,27,female,less than primary,student,0.0
CIV,2018,27,female,upper secondary,student,0.0
CIV,2018,27,female,primary,unemployed,1281.0
CIV,2018,27,female,lower secondary,unemployed,840.0
CIV,2018,27,female,tertiary,unemployed,554.0
CIV,2018,27,female,upper secondary,unemployed,547.0
CIV,2018,27,female,less than primary,unemployed,469.0
CIV,2018,27,male,upper secondary,employed,19297.0
CIV,2018,27,male,lower secondary,employed,25460.0
CIV,2018,27,male,tertiary,employed,20387.0
CIV,2018,27,male,primary,employed,36307.0
CIV,2018,27,male,less than primary,employed,61321.0
CIV,2018,27,male,upper secondary,inactive,2286.0
CIV,2018,27,male,tertiary,inactive,2211.0
CIV,2018,27,male,less than primary,inactive,6574.0
CIV,2018,27,male,lower secondary,inactive,3532.0
CIV,2018,27,male,primary,inactive,3439.0
CIV,2018,27,male,less than primary,student,0.0
CIV,2018,27,male,lower secondary,student,0.0
CIV,2018,27,male,tertiary,student,1917.0
CIV,2018,27,male,upper secondary,student,2205.0
CIV,2018,27,male,primary,student,0.0
CIV,2018,27,male,less than primary,unemployed,589.0
CIV,2018,27,male,primary,unemployed,652.0
CIV,2018,27,male,tertiary,unemployed,1012.0
CIV,2018,27,male,lower secondary,unemployed,572.0
CIV,2018,27,male,upper secondary,unemployed,499.0
CIV,2018,28,female,primary,employed,28833.0
CIV,2018,28,female,tertiary,employed,8724.0
CIV,2018,28,female,upper secondary,employed,10732.0
CIV,2018,28,female,lower secondary,employed,16328.0
CIV,2018,28,female,less than primary,employed,57274.0
CIV,2018,28,female,tertiary,inactive,3444.0
CIV,2018,28,female,primary,inactive,9117.0
CIV,2018,28,female,lower secondary,inactive,7279.0
CIV,2018,28,female,less than primary,inactive,32565.0
CIV,2018,28,female,upper secondary,inactive,4066.0
CIV,2018,28,female,primary,student,0.0
CIV,2018,28,female,upper secondary,student,0.0
CIV,2018,28,female,tertiary,student,0.0
CIV,2018,28,female,less than primary,student,0.0
CIV,2018,28,female,lower secondary,student,0.0
CIV,2018,28,female,primary,unemployed,1226.0
CIV,2018,28,female,tertiary,unemployed,530.0
CIV,2018,28,female,upper secondary,unemployed,524.0
CIV,2018,28,female,less than primary,unemployed,448.0
CIV,2018,28,female,lower secondary,unemployed,805.0
CIV,2018,28,male,upper secondary,employed,18486.0
CIV,2018,28,male,lower secondary,employed,24390.0
CIV,2018,28,male,less than primary,employed,58742.0
CIV,2018,28,male,tertiary,employed,19530.0
CIV,2018,28,male,primary,employed,34781.0
CIV,2018,28,male,less than primary,inactive,6298.0
CIV,2018,28,male,lower secondary,inactive,3383.0
CIV,2018,28,male,primary,inactive,3294.0
CIV,2018,28,male,upper secondary,inactive,2191.0
CIV,2018,28,male,tertiary,inactive,2118.0
CIV,2018,28,male,less than primary,student,0.0
CIV,2018,28,male,upper secondary,student,2112.0
CIV,2018,28,male,lower secondary,student,0.0
CIV,2018,28,male,primary,student,0.0
CIV,2018,28,male,tertiary,student,1837.0
CIV,2018,28,male,lower secondary,unemployed,548.0
CIV,2018,28,male,upper secondary,unemployed,478.0
CIV,2018,28,male,less than primary,unemployed,565.0
CIV,2018,28,male,primary,unemployed,625.0
CIV,2018,28,male,tertiary,unemployed,970.0
CIV,2018,29,female,tertiary,employed,8338.0
